,value
2998,100
2999,100
3000,100
3001,100
3002,100
3003,100
3004,100
3005,100
3006,100
3007,100
3008,100
3009,100
3010,100
3011,100
3012,100
3013,100
3014,100
3015,100
3016,100
3017,100
3018,100
3019,100
3020,100
3021,100
3022,100
3023,100
3024,100
3025,100
3026,100
3027,100
3028,100
3029,100
3030,100
3031,100
3032,100
3033,100
3034,100
3035,100
3036,100
3037,100
3038,100
3039,100
3040,100
3041,100
3042,100
3043,100
3044,100
3045,100
3046,100
3047,100
3048,100
3049,100
3050,100
3051,100
3052,100
3053,100
3054,100
3055,100
3056,100
3057,100
3058,100
3059,100
3060,100
3061,100
3062,100
3063,100
3064,100
3065,100
3066,100
3067,100
3068,100
3069,100
3070,100
3071,100
3072,100
3073,100
3074,100
3075,100
3076,100
3077,100
3078,100
3079,100
3080,100
3081,100
3082,100
3083,100
3084,100
3085,100
3086,100
3087,100
3088,100
3089,100
3090,100
3091,100
3092,100
3093,100
3094,100
3095,100
3096,100
3097,100
3098,100
3099,100
3100,100
3101,100
3102,100
3103,100
3104,100
3105,100
3106,100
3107,100
3108,100
3109,100
3110,100
3111,100
3112,100
3113,100
3114,100
3115,100
3116,100
3117,100
3118,100
3119,100
3120,100
3121,100
3122,100
3123,100
3124,100
3125,100
3126,100
3127,100
3128,100
3129,100
3130,100
3131,100
3132,100
3133,100
3134,100
3135,100
3136,100
3137,100
3138,100
3139,100
3140,100
3141,100
3142,100
3143,100
3144,100
3145,100
3146,100
3147,100
3148,100
3149,100
3150,100
3151,100
3152,100
3153,100
3154,100
3155,100
3156,100
3157,100
3158,100
3159,100
3160,100
3161,100
3162,100
3163,100
3164,100
3165,100
3166,100
3167,100
3168,100
3169,100
3170,100
3171,100
3172,100
3173,100
3174,100
3175,100
3176,100
3177,100
3178,100
3179,100
3180,100
3181,100
3182,100
3183,100
3184,100
3185,100
3186,100
3187,100
3188,100
3189,100
3190,100
3191,100
3192,100
3193,100
3194,100
3195,100
3196,100
3197,100
3198,100
3199,100
3200,100
3201,100
3202,100
3203,100
3204,100
3205,100
3206,100
3207,100
3208,100
3209,100
3210,100
3211,100
3212,100
3213,100
3214,100
3215,100
3216,100
3217,100
3218,100
3219,100
3220,100
3221,100
3222,100
3223,100
3224,100
3225,100
3226,100
3227,100
3228,100
3229,100
3230,100
3231,100
3232,100
3233,100
3234,100
3235,100
3236,100
3237,100
3238,100
3239,100
3240,100
3241,100
3242,100
3243,100
3244,100
3245,100
3246,100
3247,100
3248,100
3249,100
3250,100
3251,100
3252,100
3253,100
3254,100
3255,100
3256,100
3257,100
3258,100
3259,100
3260,100
3261,100
3262,100
3263,100
3264,100
3265,100
3266,100
3267,100
3268,100
3269,100
3270,100
3271,100
3272,100
3273,100
3274,100
3275,100
3276,100
3277,100
3278,100
3279,100
3280,100
3281,100
3282,100
3283,100
3284,100
3285,100
3286,100
3287,100
3288,100
3289,100
3290,100
3291,100
3292,100
3293,100
3294,100
3295,100
3296,100
3297,100
3298,100
3299,100
3300,100
3301,100
3302,100
3303,100
3304,100
3305,100
3306,100
3307,100
3308,100
3309,100
3310,100
3311,100
3312,100
3313,100
3314,100
3315,100
3316,100
3317,100
3318,100
3319,100
3320,100
3321,100
3322,100
3323,100
3324,100
3325,100
3326,100
3327,100
3328,100
3329,100
3330,100
3331,100
3332,100
3333,100
3334,100
3335,100
3336,100
3337,100
3338,100
3339,100
3340,100
3341,100
3342,100
3343,100
3344,100
3345,100
3346,100
3347,100
3348,100
3349,100
3350,100
3351,100
3352,100
3353,100
3354,100
3355,100
3356,100
3357,100
3358,100
3359,100
3360,100
3361,100
3362,100
3363,100
3364,100
3365,100
3366,100
3367,100
3368,100
3369,100
3370,100
3371,100
3372,100
3373,100
3374,100
3375,100
3376,100
3377,100
3378,100
3379,100
3380,100
3381,100
3382,100
3383,100
3384,100
3385,100
3386,100
3387,100
3388,100
3389,100
3390,100
3391,100
3392,100
3393,100
3394,100
3395,100
3396,100
3397,100
3398,100
3399,100
3400,100
3401,100
3402,100
3403,100
3404,100
3405,100
3406,100
3407,100
3408,100
3409,100
3410,100
3411,100
3412,100
3413,100
3414,100
3415,100
3416,100
3417,100
3418,100
3419,100
3420,100
3421,100
3422,100
3423,100
3424,100
3425,100
3426,100
3427,100
3428,100
3429,100
3430,100
3431,100
3432,100
3433,100
3434,100
3435,100
3436,100
3437,100
3438,100
3439,100
3440,100
3441,100
3442,100
3443,100
3444,100
3445,100
3446,100
3447,100
3448,100
3449,100
3450,100
3451,100
3452,100
3453,100
3454,100
3455,100
3456,100
3457,100
3458,100
3459,100
3460,100
3461,100
3462,100
3463,100
3464,100
3465,100
3466,100
3467,100
3468,100
3469,100
3470,100
3471,100
3472,100
3473,100
3474,100
3475,100
3476,100
3477,100
3478,100
3479,100
3480,100
3481,100
3482,100
3483,100
3484,100
3485,100
3486,100
3487,100
3488,100
3489,100
3490,100
3491,100
3492,100
3493,100
3494,100
3495,100
3496,100
3497,100
3498,100
3499,100
3500,100
3501,100
3502,100
3503,100
3504,100
3505,100
3506,100
3507,100
3508,100
3509,100
3510,100
3511,100
3512,100
3513,100
3514,100
3515,100
3516,100
3517,100
3518,100
3519,100
3520,100
3521,100
3522,100
3523,100
3524,100
3525,100
3526,100
3527,100
3528,100
3529,100
3530,100
3531,100
3532,100
3533,100
3534,100
3535,100
3536,100
3537,100
3538,100
3539,100
3540,100
3541,100
3542,100
3543,100
3544,100
3545,100
3546,100
3547,100
3548,100
3549,100
3550,100
3551,100
3552,100
3553,100
3554,100
3555,100
3556,100
3557,100
3558,100
3559,100
3560,100
3561,100
3562,100
3563,100
3564,100
3565,100
3566,100
3567,100
3568,100
3569,100
3570,100
3571,100
3572,100
3573,100
3574,100
3575,100
3576,100
3577,100
3578,100
3579,100
3580,100
3581,100
3582,100
3583,100
3584,100
3585,100
3586,100
3587,100
3588,100
3589,100
3590,100
3591,100
3592,100
3593,100
3594,100
3595,100
3596,100
3597,100
3598,100
3599,100
3600,30
3601,30
3602,30
3603,30
3604,30
3605,30
3606,30
3607,30
3608,30
3609,30
3610,30
3611,30
3612,30
3613,30
3614,30
3615,30
3616,30
3617,30
3618,30
3619,30
3620,30
3621,30
3622,30
3623,30
3624,30
3625,30
3626,30
3627,30
3628,30
3629,30
3630,30
3631,30
3632,30
3633,30
3634,30
3635,30
3636,30
3637,30
3638,30
3639,30
3640,30
3641,30
3642,30
3643,30
3644,30
3645,30
3646,30
3647,30
3648,30
3649,30
3650,30
3651,30
3652,30
3653,30
3654,30
3655,30
3656,30
3657,30
3658,30
3659,30
3660,30
3661,30
3662,30
3663,30
3664,30
3665,30
3666,30
3667,30
3668,30
3669,30
3670,30
3671,30
3672,30
3673,30
3674,30
3675,30
3676,30
3677,30
3678,30
3679,30
3680,30
3681,30
3682,30
3683,30
3684,30
3685,30
3686,30
3687,30
3688,30
3689,30
3690,30
3691,30
3692,30
3693,30
3694,30
3695,30
3696,30
3697,30
3698,30
3699,30
3700,30
3701,30
3702,30
3703,30
3704,30
3705,30
3706,30
3707,30
3708,30
3709,30
3710,30
3711,30
3712,30
3713,30
3714,30
3715,30
3716,30
3717,30
3718,30
3719,30
3720,30
3721,30
3722,30
3723,30
3724,30
3725,30
3726,30
3727,30
3728,30
3729,30
3730,30
3731,30
3732,30
3733,30
3734,30
3735,30
3736,30
3737,30
3738,30
3739,30
3740,30
3741,30
3742,30
3743,30
3744,30
3745,30
3746,30
3747,30
3748,30
3749,30
3750,30
3751,30
3752,30
3753,30
3754,30
3755,30
3756,30
3757,30
3758,30
3759,30
3760,30
3761,30
3762,30
3763,30
3764,30
3765,30
3766,30
3767,30
3768,30
3769,30
3770,30
3771,30
3772,30
3773,30
3774,30
3775,30
3776,30
3777,30
3778,30
3779,30
3780,30
3781,30
3782,30
3783,30
3784,30
3785,30
3786,30
3787,30
3788,30
3789,30
3790,30
3791,30
3792,30
3793,30
3794,30
3795,30
3796,30
3797,30
3798,30
3799,30
3800,30
3801,30
3802,30
3803,30
3804,30
3805,30
3806,30
3807,30
3808,30
3809,30
3810,30
3811,30
3812,30
3813,30
3814,30
3815,30
3816,30
3817,30
3818,30
3819,30
3820,30
3821,30
3822,30
3823,30
3824,30
3825,30
3826,30
3827,30
3828,30
3829,30
3830,30
3831,30
3832,30
3833,30
3834,30
3835,30
3836,30
3837,30
3838,30
3839,30
3840,30
3841,30
3842,30
3843,30
3844,30
3845,30
3846,30
3847,30
3848,30
3849,30
3850,30
3851,30
3852,30
3853,30
3854,30
3855,30
3856,30
3857,30
3858,30
3859,30
3860,30
3861,30
3862,30
3863,30
3864,30
3865,30
3866,30
3867,30
3868,30
3869,30
3870,30
3871,30
3872,30
3873,30
3874,30
3875,30
3876,30
3877,30
3878,30
3879,30
3880,30
3881,30
3882,30
3883,30
3884,30
3885,30
3886,30
3887,30
3888,30
3889,30
3890,30
3891,30
3892,30
3893,30
3894,30
3895,30
3896,30
3897,30
3898,30
3899,30
3900,30
3901,30
3902,30
3903,30
3904,30
3905,30
3906,30
3907,30
3908,30
3909,30
3910,30
3911,30
3912,30
3913,30
3914,30
3915,30
3916,30
3917,30
3918,30
3919,30
3920,30
3921,30
3922,30
3923,30
3924,30
3925,30
3926,30
3927,30
3928,30
3929,30
3930,30
3931,30
3932,30
3933,30
3934,30
3935,30
3936,30
3937,30
3938,30
3939,30
3940,30
3941,30
3942,30
3943,30
3944,30
3945,30
3946,30
3947,30
3948,30
3949,30
3950,30
3951,30
3952,30
3953,30
3954,30
3955,30
3956,30
3957,30
3958,30
3959,30
3960,30
3961,30
3962,30
3963,30
3964,30
3965,30
3966,30
3967,30
3968,30
3969,30
3970,30
3971,30
3972,30
3973,30
3974,30
3975,30
3976,30
3977,30
3978,30
3979,30
3980,30
3981,30
3982,30
3983,30
3984,30
3985,30
3986,30
3987,30
3988,30
3989,30
3990,30
3991,30
3992,30
3993,30
3994,30
3995,30
3996,30
3997,30
3998,30
3999,30
4000,30
4001,30
4002,30
4003,30
4004,30
4005,30
4006,30
4007,30
4008,30
4009,30
4010,30
4011,30
4012,30
4013,30
4014,30
4015,30
4016,30
4017,30
4018,30
4019,30
4020,30
4021,30
4022,30
4023,30
4024,30
4025,30
4026,30
4027,30
4028,30
4029,30
4030,30
4031,30
4032,30
4033,30
4034,30
4035,30
4036,30
4037,30
4038,30
4039,30
4040,30
4041,30
4042,30
4043,30
4044,30
4045,30
4046,30
4047,30
4048,30
4049,30
4050,30
4051,30
4052,30
4053,30
4054,30
4055,30
4056,30
4057,30
4058,30
4059,30
4060,30
4061,30
4062,30
4063,30
4064,30
4065,30
4066,30
4067,30
4068,30
4069,30
4070,30
4071,30
4072,30
4073,30
4074,30
4075,30
4076,30
4077,30
4078,30
4079,30
4080,30
4081,30
4082,30
4083,30
4084,30
4085,30
4086,30
4087,30
4088,30
4089,30
4090,30
4091,30
4092,30
4093,30
4094,30
4095,30
4096,30
4097,30
4098,30
4099,30
4100,30
4101,30
4102,30
4103,30
4104,30
4105,30
4106,30
4107,30
4108,30
4109,30
4110,30
4111,30
4112,30
4113,30
4114,30
4115,30
4116,30
4117,30
4118,30
4119,30
4120,30
4121,30
4122,30
4123,30
4124,30
4125,30
4126,30
4127,30
4128,30
4129,30
4130,30
4131,30
4132,30
4133,30
4134,30
4135,30
4136,30
4137,30
4138,30
4139,30
4140,30
4141,30
4142,30
4143,30
4144,30
4145,30
4146,30
4147,30
4148,30
4149,30
4150,30
4151,30
4152,30
4153,30
4154,30
4155,30
4156,30
4157,30
4158,30
4159,30
4160,30
4161,30
4162,30
4163,30
4164,30
4165,30
4166,30
4167,30
4168,30
4169,30
4170,30
4171,30
4172,30
4173,30
4174,30
4175,30
4176,30
4177,30
4178,30
4179,30
4180,30
4181,30
4182,30
4183,30
4184,30
4185,30
4186,30
4187,30
4188,30
4189,30
4190,30
4191,30
4192,30
4193,30
4194,30
4195,30
4196,30
4197,30
4198,30
4199,30
4200,30
4201,30
4202,30
4203,30
4204,30
4205,30
4206,30
4207,30
4208,30
4209,30
4210,30
4211,30
4212,30
4213,30
4214,30
4215,30
4216,30
4217,30
4218,30
4219,30
4220,30
4221,30
4222,30
4223,30
4224,30
4225,30
4226,30
4227,30
4228,30
4229,30
4230,30
4231,30
4232,30
4233,30
4234,30
4235,30
4236,30
4237,30
4238,30
4239,30
4240,30
4241,30
4242,30
4243,30
4244,30
4245,30
4246,30
4247,30
4248,30
4249,30
4250,30
4251,30
4252,30
4253,30
4254,30
4255,30
4256,30
4257,30
4258,30
4259,30
4260,30
4261,30
4262,30
4263,30
4264,30
4265,30
4266,30
4267,30
4268,30
4269,30
4270,30
4271,30
4272,30
4273,30
4274,30
4275,30
4276,30
4277,30
4278,30
4279,30
4280,30
4281,30
4282,30
4283,30
4284,30
4285,30
4286,30
4287,30
4288,30
4289,30
4290,30
4291,30
4292,30
4293,30
4294,30
4295,30
4296,30
4297,30
4298,30
4299,30
4300,30
4301,30
4302,30
4303,30
4304,30
4305,30
4306,30
4307,30
4308,30
4309,30
4310,30
4311,30
4312,30
4313,30
4314,30
4315,30
4316,30
4317,30
4318,30
4319,30
4320,30
4321,30
4322,30
4323,30
4324,30
4325,30
4326,30
4327,30
4328,30
4329,30
4330,30
4331,30
4332,30
4333,30
4334,30
4335,30
4336,30
4337,30
4338,30
4339,30
4340,30
4341,30
4342,30
4343,30
4344,30
4345,30
4346,30
4347,30
4348,30
4349,30
4350,30
4351,30
4352,30
4353,30
4354,30
4355,30
4356,30
4357,30
4358,30
4359,30
4360,30
4361,30
4362,30
4363,30
4364,30
4365,30
4366,30
4367,30
4368,30
4369,30
4370,30
4371,30
4372,30
4373,30
4374,30
4375,30
4376,30
4377,30
4378,30
4379,30
4380,30
4381,30
4382,30
4383,30
4384,30
4385,30
4386,30
4387,30
4388,30
4389,30
4390,30
4391,30
4392,30
4393,30
4394,30
4395,30
4396,30
4397,30
4398,30
4399,30
4400,30
4401,30
4402,30
4403,30
4404,30
4405,30
4406,30
4407,30
4408,30
4409,30
4410,30
4411,30
4412,30
4413,30
4414,30
4415,30
4416,30
4417,30
4418,30
4419,30
4420,30
4421,30
4422,30
4423,30
4424,30
4425,30
4426,30
4427,30
4428,30
4429,30
4430,30
4431,30
4432,30
4433,30
4434,30
4435,30
4436,30
4437,30
4438,30
4439,30
4440,30
4441,30
4442,30
4443,30
4444,30
4445,30
4446,30
4447,30
4448,30
4449,30
4450,30
4451,30
4452,30
4453,30
4454,30
4455,30
4456,30
4457,30
4458,30
4459,30
4460,30
4461,30
4462,30
4463,30
4464,30
4465,30
4466,30
4467,30
4468,30
4469,30
4470,30
4471,30
4472,30
4473,30
4474,30
4475,30
4476,30
4477,30
4478,30
4479,30
4480,30
4481,30
4482,30
4483,30
4484,30
4485,30
4486,30
4487,30
4488,30
4489,30
4490,30
4491,30
4492,30
4493,30
4494,30
4495,30
4496,30
4497,30
4498,30
4499,30
4500,30
4501,30
4502,30
4503,30
4504,30
4505,30
4506,30
4507,30
4508,30
4509,30
4510,30
4511,30
4512,30
4513,30
4514,30
4515,30
4516,30
4517,30
4518,30
4519,30
4520,30
4521,30
4522,30
4523,30
4524,30
4525,30
4526,30
4527,30
4528,30
4529,30
4530,30
4531,30
4532,30
4533,30
4534,30
4535,30
4536,30
4537,30
4538,30
4539,30
4540,30
4541,30
4542,30
4543,30
4544,30
4545,30
4546,30
4547,30
4548,30
4549,30
4550,30
4551,30
4552,30
4553,30
4554,30
4555,30
4556,30
4557,30
4558,30
4559,30
4560,30
4561,30
4562,30
4563,30
4564,30
4565,30
4566,30
4567,30
4568,30
4569,30
4570,30
4571,30
4572,30
4573,30
4574,30
4575,30
4576,30
4577,30
4578,30
4579,30
4580,30
4581,30
4582,30
4583,30
4584,30
4585,30
4586,30
4587,30
4588,30
4589,30
4590,30
4591,30
4592,30
4593,30
4594,30
4595,30
4596,30
4597,30
4598,30
4599,30
4600,30
4601,30
4602,30
4603,30
4604,30
4605,30
4606,30
4607,30
4608,30
4609,30
4610,30
4611,30
4612,30
4613,30
4614,30
4615,30
4616,30
4617,30
4618,30
4619,30
4620,30
4621,30
4622,30
4623,30
4624,30
4625,30
4626,30
4627,30
4628,30
4629,30
4630,30
4631,30
4632,30
4633,30
4634,30
4635,30
4636,30
4637,30
4638,30
4639,30
4640,30
4641,30
4642,30
4643,30
4644,30
4645,30
4646,30
4647,30
4648,30
4649,30
4650,30
4651,30
4652,30
4653,30
4654,30
4655,30
4656,30
4657,30
4658,30
4659,30
4660,30
4661,30
4662,30
4663,30
4664,30
4665,30
4666,30
4667,30
4668,30
4669,30
4670,30
4671,30
4672,30
4673,30
4674,30
4675,30
4676,30
4677,30
4678,30
4679,30
4680,30
4681,30
4682,30
4683,30
4684,30
4685,30
4686,30
4687,30
4688,30
4689,30
4690,30
4691,30
4692,30
4693,30
4694,30
4695,30
4696,30
4697,30
4698,30
4699,30
4700,30
4701,30
4702,30
4703,30
4704,30
4705,30
4706,30
4707,30
4708,30
4709,30
4710,30
4711,30
4712,30
4713,30
4714,30
4715,30
4716,30
4717,30
4718,30
4719,30
4720,30
4721,30
4722,30
4723,30
4724,30
4725,30
4726,30
4727,30
4728,30
4729,30
4730,30
4731,30
4732,30
4733,30
4734,30
4735,30
4736,30
4737,30
4738,30
4739,30
4740,30
4741,30
4742,30
4743,30
4744,30
4745,30
4746,30
4747,30
4748,30
4749,30
4750,30
4751,30
4752,30
4753,30
4754,30
4755,30
4756,30
4757,30
4758,30
4759,30
4760,30
4761,30
4762,30
4763,30
4764,30
4765,30
4766,30
4767,30
4768,30
4769,30
4770,30
4771,30
4772,30
4773,30
4774,30
4775,30
4776,30
4777,30
4778,30
4779,30
4780,30
4781,30
4782,30
4783,30
4784,30
4785,30
4786,30
4787,30
4788,30
4789,30
4790,30
4791,30
4792,30
4793,30
4794,30
4795,30
4796,30
4797,30
4798,30
4799,30
4800,70
4801,70
4802,70
4803,70
4804,70
4805,70
4806,70
4807,70
4808,70
4809,70
4810,70
4811,70
4812,70
4813,70
4814,70
4815,70
4816,70
4817,70
4818,70
4819,70
4820,70
4821,70
4822,70
4823,70
4824,70
4825,70
4826,70
4827,70
4828,70
4829,70
4830,70
4831,70
4832,70
4833,70
4834,70
4835,70
4836,70
4837,70
4838,70
4839,70
4840,70
4841,70
4842,70
4843,70
4844,70
4845,70
4846,70
4847,70
4848,70
4849,70
4850,70
4851,70
4852,70
4853,70
4854,70
4855,70
4856,70
4857,70
4858,70
4859,70
4860,70
4861,70
4862,70
4863,70
4864,70
4865,70
4866,70
4867,70
4868,70
4869,70
4870,70
4871,70
4872,70
4873,70
4874,70
4875,70
4876,70
4877,70
4878,70
4879,70
4880,70
4881,70
4882,70
4883,70
4884,70
4885,70
4886,70
4887,70
4888,70
4889,70
4890,70
4891,70
4892,70
4893,70
4894,70
4895,70
4896,70
4897,70
4898,70
4899,70
4900,70
4901,70
4902,70
4903,70
4904,70
4905,70
4906,70
4907,70
4908,70
4909,70
4910,70
4911,70
4912,70
4913,70
4914,70
4915,70
4916,70
4917,70
4918,70
4919,70
4920,70
4921,70
4922,70
4923,70
4924,70
4925,70
4926,70
4927,70
4928,70
4929,70
4930,70
4931,70
4932,70
4933,70
4934,70
4935,70
4936,70
4937,70
4938,70
4939,70
4940,70
4941,70
4942,70
4943,70
4944,70
4945,70
4946,70
4947,70
4948,70
4949,70
4950,70
4951,70
4952,70
4953,70
4954,70
4955,70
4956,70
4957,70
4958,70
4959,70
4960,70
4961,70
4962,70
4963,70
4964,70
4965,70
4966,70
4967,70
4968,70
4969,70
4970,70
4971,70
4972,70
4973,70
4974,70
4975,70
4976,70
4977,70
4978,70
4979,70
4980,70
4981,70
4982,70
4983,70
4984,70
4985,70
4986,70
4987,70
4988,70
4989,70
4990,70
4991,70
4992,70
4993,70
4994,70
4995,70
4996,70
4997,70
4998,70
4999,70
5000,70
5001,70
5002,70
5003,70
5004,70
5005,70
5006,70
5007,70
5008,70
5009,70
5010,70
5011,70
5012,70
5013,70
5014,70
5015,70
5016,70
5017,70
5018,70
5019,70
5020,70
5021,70
5022,70
5023,70
5024,70
5025,70
5026,70
5027,70
5028,70
5029,70
5030,70
5031,70
5032,70
5033,70
5034,70
5035,70
5036,70
5037,70
5038,70
5039,70
5040,70
5041,70
5042,70
5043,70
5044,70
5045,70
5046,70
5047,70
5048,70
5049,70
5050,70
5051,70
5052,70
5053,70
5054,70
5055,70
5056,70
5057,70
5058,70
5059,70
5060,70
5061,70
5062,70
5063,70
5064,70
5065,70
5066,70
5067,70
5068,70
5069,70
5070,70
5071,70
5072,70
5073,70
5074,70
5075,70
5076,70
5077,70
5078,70
5079,70
5080,70
5081,70
5082,70
5083,70
5084,70
5085,70
5086,70
5087,70
5088,70
5089,70
5090,70
5091,70
5092,70
5093,70
5094,70
5095,70
5096,70
5097,70
5098,70
5099,70
5100,70
5101,70
5102,70
5103,70
5104,70
5105,70
5106,70
5107,70
5108,70
5109,70
5110,70
5111,70
5112,70
5113,70
5114,70
5115,70
5116,70
5117,70
5118,70
5119,70
5120,70
5121,70
5122,70
5123,70
5124,70
5125,70
5126,70
5127,70
5128,70
5129,70
5130,70
5131,70
5132,70
5133,70
5134,70
5135,70
5136,70
5137,70
5138,70
5139,70
5140,70
5141,70
5142,70
5143,70
5144,70
5145,70
5146,70
5147,70
5148,70
5149,70
5150,70
5151,70
5152,70
5153,70
5154,70
5155,70
5156,70
5157,70
5158,70
5159,70
5160,70
5161,70
5162,70
5163,70
5164,70
5165,70
5166,70
5167,70
5168,70
5169,70
5170,70
5171,70
5172,70
5173,70
5174,70
5175,70
5176,70
5177,70
5178,70
5179,70
5180,70
5181,70
5182,70
5183,70
5184,70
5185,70
5186,70
5187,70
5188,70
5189,70
5190,70
5191,70
5192,70
5193,70
5194,70
5195,70
5196,70
5197,70
5198,70
5199,70
5200,70
5201,70
5202,70
5203,70
5204,70
5205,70
5206,70
5207,70
5208,70
5209,70
5210,70
5211,70
5212,70
5213,70
5214,70
5215,70
5216,70
5217,70
5218,70
5219,70
5220,70
5221,70
5222,70
5223,70
5224,70
5225,70
5226,70
5227,70
5228,70
5229,70
5230,70
5231,70
5232,70
5233,70
5234,70
5235,70
5236,70
5237,70
5238,70
5239,70
5240,70
5241,70
5242,70
5243,70
5244,70
5245,70
5246,70
5247,70
5248,70
5249,70
5250,70
5251,70
5252,70
5253,70
5254,70
5255,70
5256,70
5257,70
5258,70
5259,70
5260,70
5261,70
5262,70
5263,70
5264,70
5265,70
5266,70
5267,70
5268,70
5269,70
5270,70
5271,70
5272,70
5273,70
5274,70
5275,70
5276,70
5277,70
5278,70
5279,70
5280,70
5281,70
5282,70
5283,70
5284,70
5285,70
5286,70
5287,70
5288,70
5289,70
5290,70
5291,70
5292,70
5293,70
5294,70
5295,70
5296,70
5297,70
5298,70
5299,70
5300,70
5301,70
5302,70
5303,70
5304,70
5305,70
5306,70
5307,70
5308,70
5309,70
5310,70
5311,70
5312,70
5313,70
5314,70
5315,70
5316,70
5317,70
5318,70
5319,70
5320,70
5321,70
5322,70
5323,70
5324,70
5325,70
5326,70
5327,70
5328,70
5329,70
5330,70
5331,70
5332,70
5333,70
5334,70
5335,70
5336,70
5337,70
5338,70
5339,70
5340,70
5341,70
5342,70
5343,70
5344,70
5345,70
5346,70
5347,70
5348,70
5349,70
5350,70
5351,70
5352,70
5353,70
5354,70
5355,70
5356,70
5357,70
5358,70
5359,70
5360,70
5361,70
5362,70
5363,70
5364,70
5365,70
5366,70
5367,70
5368,70
5369,70
5370,70
5371,70
5372,70
5373,70
5374,70
5375,70
5376,70
5377,70
5378,70
5379,70
5380,70
5381,70
5382,70
5383,70
5384,70
5385,70
5386,70
5387,70
5388,70
5389,70
5390,70
5391,70
5392,70
5393,70
5394,70
5395,70
5396,70
5397,70
5398,70
5399,70
5400,70
5401,70
5402,70
5403,70
5404,70
5405,70
5406,70
5407,70
5408,70
5409,70
5410,70
5411,70
5412,70
5413,70
5414,70
5415,70
5416,70
5417,70
5418,70
5419,70
5420,70
5421,70
5422,70
5423,70
5424,70
5425,70
5426,70
5427,70
5428,70
5429,70
5430,70
5431,70
5432,70
5433,70
5434,70
5435,70
5436,70
5437,70
5438,70
5439,70
5440,70
5441,70
5442,70
5443,70
5444,70
5445,70
5446,70
5447,70
5448,70
5449,70
5450,70
5451,70
5452,70
5453,70
5454,70
5455,70
5456,70
5457,70
5458,70
5459,70
5460,70
5461,70
5462,70
5463,70
5464,70
5465,70
5466,70
5467,70
5468,70
5469,70
5470,70
5471,70
5472,70
5473,70
5474,70
5475,70
5476,70
5477,70
5478,70
5479,70
5480,70
5481,70
5482,70
5483,70
5484,70
5485,70
5486,70
5487,70
5488,70
5489,70
5490,70
5491,70
5492,70
5493,70
5494,70
5495,70
5496,70
5497,70
5498,70
5499,70
5500,70
5501,70
5502,70
5503,70
5504,70
5505,70
5506,70
5507,70
5508,70
5509,70
5510,70
5511,70
5512,70
5513,70
5514,70
5515,70
5516,70
5517,70
5518,70
5519,70
5520,70
5521,70
5522,70
5523,70
5524,70
5525,70
5526,70
5527,70
5528,70
5529,70
5530,70
5531,70
5532,70
5533,70
5534,70
5535,70
5536,70
5537,70
5538,70
5539,70
5540,70
5541,70
5542,70
5543,70
5544,70
5545,70
5546,70
5547,70
5548,70
5549,70
5550,70
5551,70
5552,70
5553,70
5554,70
5555,70
5556,70
5557,70
5558,70
5559,70
5560,70
5561,70
5562,70
5563,70
5564,70
5565,70
5566,70
5567,70
5568,70
5569,70
5570,70
5571,70
5572,70
5573,70
5574,70
5575,70
5576,70
5577,70
5578,70
5579,70
5580,70
5581,70
5582,70
5583,70
5584,70
5585,70
5586,70
5587,70
5588,70
5589,70
5590,70
5591,70
5592,70
5593,70
5594,70
5595,70
5596,70
5597,70
5598,70
5599,70
5600,70
5601,70
5602,70
5603,70
5604,70
5605,70
5606,70
5607,70
5608,70
5609,70
5610,70
5611,70
5612,70
5613,70
5614,70
5615,70
5616,70
5617,70
5618,70
5619,70
5620,70
5621,70
5622,70
5623,70
5624,70
5625,70
5626,70
5627,70
5628,70
5629,70
5630,70
5631,70
5632,70
5633,70
5634,70
5635,70
5636,70
5637,70
5638,70
5639,70
5640,70
5641,70
5642,70
5643,70
5644,70
5645,70
5646,70
5647,70
5648,70
5649,70
5650,70
5651,70
5652,70
5653,70
5654,70
5655,70
5656,70
5657,70
5658,70
5659,70
5660,70
5661,70
5662,70
5663,70
5664,70
5665,70
5666,70
5667,70
5668,70
5669,70
5670,70
5671,70
5672,70
5673,70
5674,70
5675,70
5676,70
5677,70
5678,70
5679,70
5680,70
5681,70
5682,70
5683,70
5684,70
5685,70
5686,70
5687,70
5688,70
5689,70
5690,70
5691,70
5692,70
5693,70
5694,70
5695,70
5696,70
5697,70
5698,70
5699,70
5700,70
5701,70
5702,70
5703,70
5704,70
5705,70
5706,70
5707,70
5708,70
5709,70
5710,70
5711,70
5712,70
5713,70
5714,70
5715,70
5716,70
5717,70
5718,70
5719,70
5720,70
5721,70
5722,70
5723,70
5724,70
5725,70
5726,70
5727,70
5728,70
5729,70
5730,70
5731,70
5732,70
5733,70
5734,70
5735,70
5736,70
5737,70
5738,70
5739,70
5740,70
5741,70
5742,70
5743,70
5744,70
5745,70
5746,70
5747,70
5748,70
5749,70
5750,70
5751,70
5752,70
5753,70
5754,70
5755,70
5756,70
5757,70
5758,70
5759,70
5760,70
5761,70
5762,70
5763,70
5764,70
5765,70
5766,70
5767,70
5768,70
5769,70
5770,70
5771,70
5772,70
5773,70
5774,70
5775,70
5776,70
5777,70
5778,70
5779,70
5780,70
5781,70
5782,70
5783,70
5784,70
5785,70
5786,70
5787,70
5788,70
5789,70
5790,70
5791,70
5792,70
5793,70
5794,70
5795,70
5796,70
